Rating,Date,Sentiment,Review content English,Actual Date
4,a year ago,positive,"My experience is wonderful, a special thanks to Dr. Rie and the laboratory nurse, Arwa Mashalah, despite the crowding and pressure, but it is cooperative and with a long and long inquiries and auditors, but the problem is crowded and long waiting",2023-07-11 08:15:12.709766
4,a year ago,positive,"Unfortunately, doctor of the nose, ear and throat, Dr. Ayman, enter again around me the first time for the chest. I said again.",2023-07-11 08:15:12.709766
1,a year ago,negative,"Frankly, Doctor of Neurosurgery and the Mint Ahmed Al -Rifai, I do not recommend accurate dates or explain the case",2023-07-11 08:15:12.709766
1,a year ago,negative,no comment,2023-07-11 08:15:12.709766
1,a year ago,negative,"First, I hope that the hospital administration is turned. The reception of the rays is a recklessness in the patients, the sister who receives the computer screen.",2023-07-11 08:15:12.709766
1,a year ago,negative,"Unfortunately, the doctor to the dental clinic is a professional treatment",2023-07-11 08:15:12.709766
1,a year ago,negative,"We thank you for communicating the Saudi German Hospital, Al -Madinah Al -Munawwarah branch.",2023-07-11 08:15:12.709766
5,a year ago,positive,A wonderful place that provides services with high professionalism,2023-07-11 08:15:12.709766
5,a year ago,positive,Excellent treatment and doctors ’attention,2023-07-11 08:15:12.709766
5,a year ago,positive,Great to be Always updating,2023-07-11 08:15:12.709766
5,a year ago,positive,Caring Like Family,2023-07-11 08:15:12.709766
5,a year ago,positive,Super Excellent,2023-07-11 08:15:12.709766
5,a year ago,positive,The Best Tertiery Hospital in the Region of Medina Applying The Caring Like Family Concept,2023-07-11 08:15:12.709766
5,a year ago,positive,"Excellent hospital and expected services, a large name, like the Saudi German Hospital",2023-07-11 08:15:12.709766
5,a year ago,positive,Verry Descent and Cooperooking Doctors,2023-07-11 08:15:12.709766
5,a year ago,positive,Best Hospital in Ksa,2023-07-11 08:15:12.709766
5,a year ago,positive,The best hospital you feel honest and privacy is your life,2023-07-11 08:15:12.709766
5,a year ago,positive,One of the Best Tertiery Hospital Ever Seen,2023-07-11 08:15:12.709766
5,a year ago,positive,very good,2023-07-11 08:15:12.709766
5,a year ago,positive,Professional Hospital,2023-07-11 08:15:12.709766
5,a year ago,positive,Wonderful,2023-07-11 08:15:12.709766
5,a year ago,positive,Nicer Hospital Awesome Service,2023-07-11 08:15:12.709766
5,a year ago,positive,Wonderful hospital and great,2023-07-11 08:15:12.709766
5,a year ago,positive,Vry Good,2023-07-11 08:15:12.709766
5,a year ago,positive,Excellent medical service,2023-07-11 08:15:12.709766
5,a year ago,positive,"It is characterized by the clean, good handling system, the speed of the procedures",2023-07-11 08:15:12.709766
1,a year ago,negative,"The worst hospitals are randomly, unfortunately, the Ministry of Health must enter the topic",2023-07-11 08:15:12.709766
5,a year ago,positive,"Excellent service, Dr. Abdel Nasser, Doctor of Surgery and Plasticity, God willing",2023-07-11 08:15:12.709766
1,a year ago,negative,May God bless us Muslims,2023-07-11 08:15:12.709766
1,a year ago,negative,"The appointment section I called them, I want to book the rest. Ask me, what kind of my car, the call with money, asks me the name. Give him the name of the patient. He says your name is long in the call, where did you hear the doctor",2023-07-11 08:15:12.709766
5,a year ago,positive,The elite of doctors and facilitation programs are available for low -income people,2023-07-11 08:15:12.709766
5,a year ago,positive,Best medical care,2023-07-11 08:15:12.709766
2,a year ago,negative,"Always delay, and there is no respect for time, your date 6, I know that you will not enter 7 or 7 30",2023-07-11 08:15:12.709766
1,a year ago,negative,"Reservation of the appointments is the way to the call, and when they called, they say the employees are busy, and my balance is saved, and I returned.",2023-07-11 08:15:12.709766
5,a year ago,positive,Very excellent specializations and provides excellent medical services and a quick response,2023-07-11 08:15:12.709766
5,a year ago,positive,"I am located in a German, Sodi Germain",2023-07-11 08:15:12.709766
1,a year ago,negative,"The Yabon Flos Hospital, unfortunately, is a service, like the time.",2023-07-11 08:15:12.709766
1,a year ago,negative,"Unfortunately, a strong shock is the amount of the disclosure at 200 and the long waiting, and I was very sick in the last Dr. Al -Batna, say your analyzes are sound and only with you they said and I was spent medicines without a clinical detection and I went out with another hospital.",2023-07-11 08:15:12.709766
1,a year ago,negative,"Very bad, there is no system, there is no employment",2023-07-11 08:15:12.709766
3,a year ago,neutral,We ll,2023-07-11 08:15:12.709766
1,a year ago,negative,"The emergency of Al -Alam Al -Alam Hospital is not Saudi Arabia or the Middle East Lala Al -Ula Al -Alam Collo The defect of the prices is not naturally, whether clinics, scouts, medicines, or radiation.",2023-07-11 08:15:12.709766
1,a year ago,negative,The service is very bad and the nurses are the professional levels of poor hygiene,2023-07-11 08:15:12.709766
1,a year ago,negative,"Unfortunately, the emergency is messy.",2023-07-11 08:15:12.709766
1,a year ago,negative,"A little hospital that the one says bad, of course, the words are directed at the emergency at 7 o'clock.",2023-07-11 08:15:12.709766
5,a year ago,positive,"My experience is wonderful by all standards, Youssef El Bouh, a wonderful doctor",2023-07-11 08:15:12.709766
4,a year ago,positive,My visit to one of the inpatient patients was hospital,2023-07-11 08:15:12.709766
5,a year ago,positive,"A complete hospital and refer to my son, Dr. Hanan Helmy, wonderful, his owner, his vilification, and a conscience, and his Secretary, may God bless her knowledge and work.",2023-07-11 08:15:12.709766
4,a year ago,positive,"My experience of clinics and a royalty is very good, but laboratory employees sometimes do not find me and ask me what is the analysis that I know what the doctor wrote analyzes",2023-07-11 08:15:12.709766
5,a year ago,positive,"The hospital is an integrated hospital. The crew of doctors and technicians photographed professionals, may God bless us and you",2023-07-11 08:15:12.709766
5,a year ago,positive,May God give them a thousand well -being of the emergency.,2023-07-11 08:15:12.709766
1,a year ago,negative,"I am surprised by the gossip of the woman, the delay, the delay, the misdemeanor, the lack of appreciation of the patient with its own circumstance",2023-07-11 08:15:12.709766
1,a year ago,negative,"A complex hospital and needs to be developed, smoothly and quickly dealing with the transformation of rays and insurance. Agree.",2023-07-11 08:15:12.709766
1,a year ago,negative,"Patient service is a very bad communication, not indifference to the employee, and he says minutes, I am",2023-07-11 08:15:12.709766
1,a year ago,negative,Delay for a doctor to understand why negligence,2023-07-11 08:15:12.709766
5,a year ago,positive,Excellent,2023-07-11 08:15:12.709766
1,a year ago,negative,"I never advise the teeth during my experience, Dr. Shaima, to rearrange and delay the empty teeth. I have a month of 8 Lin, a month of 3, and I have not been saved.",2023-07-11 08:15:12.709766
5,a year ago,positive,N,2023-07-11 08:15:12.709766
3,a year ago,neutral,City hospitals are bad and German is the best bad,2023-07-11 08:15:12.709766
1,a year ago,negative,The worst city hospital,2023-07-11 08:15:12.709766
1,a year ago,negative,"Dr. Ibrahim, the Department of Approvals with you, is afraid of God sends the required papers for the insurance company, requests are rejected, and the patients graduate are tired of their homes, because it is necessary to settle his work, God suffices, and yes, the agent is his employment.",2023-07-11 08:15:12.709766
1,a year ago,negative,"The emergency department is very bad, we are waiting for Dr. Hour to come to the patient",2023-07-11 08:15:12.709766
4,a year ago,positive,"Their I came to them, and they apologized for the delay, the summit of morals and respect.",2023-07-11 08:15:12.709766
1,a year ago,negative,"The Yabghal Hospital is recycled with everything, especially those who work",2023-07-11 08:15:12.709766
1,a year ago,negative,The service is bad for the degree that is not the most tolerant of the city,2023-07-11 08:15:12.709766
3,a year ago,neutral,"The interior service is excellent, and God gives them wellness, but communication is a big problem, especially the laboratory. Two weeks.",2023-07-11 08:15:12.709766
2,a year ago,negative,"Frankly, the prices of detection are very sums, and there is no discount for retirees.",2023-07-11 08:15:12.709766
5,a year ago,positive,Peace be upon you,2023-07-11 08:15:12.709766
5,a year ago,positive,Effective Application for their Slogan Caring Like Family Keep Working Like this and You Will Reach Your Target Positioning,2023-07-11 08:15:12.709766
1,a year ago,negative,"Unfortunately, low level and a large difference, the previous one, and now the lack of a medical staff equipped to receive patients with emergency.",2023-07-11 08:15:12.709766
5,a year ago,positive,I care and attention to the patient is clean,2023-07-11 08:15:12.709766
5,a year ago,positive,"Care, attention and accuracy",2023-07-11 08:15:12.709766
1,a year ago,negative,I wish the employees of the radiology department improve their customer style,2023-07-11 08:15:12.709766
1,a year ago,negative,"We thank you for communicating the Saudi German Hospital, Al -Madinah Al -Munawwarah branch.",2023-07-11 08:15:12.709766
1,a year ago,negative,"Unfortunately, the Hospitals, especially Dr. Randa Salah, women, the birth of bad dealing",2023-07-11 08:15:12.709766
1,a year ago,negative,"A very failed administration, we booked 5 45, and the right to reserve is surrounded by a different name, and the hour is 7 18 minutes.",2023-07-11 08:15:12.709766
1,a year ago,negative,"The hospital is very good. As for the medical staff, whether 0 Ider",2023-07-11 08:15:12.709766
1,a year ago,negative,"Why do you improve the reception department, I was standing in front of the reception employee, you speak the phone, no one before her",2023-07-11 08:15:12.709766
2,a year ago,negative,"The hospital is good like the Department of Women and Childbirth, but Dr. Hamed Shalaby deals with women with superiority. The consultation gives their right and always is in a hurry and responds to the questions of the patient.",2023-07-11 08:15:12.709766
1,a year ago,negative,"God suffices an agent who slaughtered you, take money, and their words are interference. Their statements differ.",2023-07-11 08:15:12.709766
1,a year ago,negative,"Frankly, a bad hospital, so the deal. I hope they see the competitors and develop like them. It is not reasonable.",2023-07-11 08:15:12.709766
1,a year ago,negative,"A bad hospital and a physical drain, they do not have the attention of the patient, may God help them",2023-07-11 08:15:12.709766
1,a year ago,negative,A good hospital and a bad customer service.,2023-07-11 08:15:12.709766
4,a year ago,positive,Good hospital,2023-07-11 08:15:12.709766
5,a year ago,positive,"The Khadoum team in general and a special thanks to Professor Dr. Hashem Abbas, Head of the Department of Kidney and Stream",2023-07-11 08:15:12.709766
1,a year ago,negative,"A very bad service comes to settle an analysis that says salvation, and not Morocco",2023-07-11 08:15:12.709766
3,a year ago,neutral,"Acceptable, but improving the reception section needs to open a special place to update data export bills for radiology and the laboratory means that it is not reasonable.",2023-07-11 08:15:12.709766
5,a year ago,positive,Caring,2023-07-11 08:15:12.709766
2,a year ago,negative,"The hospital needs to review the hypnosis departments, the rooms are very old. Good furniture, the prices are sums and unacceptable, the medical staff is never indifferent, and I am more miserable, and I understand this.",2023-07-11 08:15:12.709766
5,a year ago,positive,A good hospital in terms of hygiene. Employees treat the possibility of installments in the event of large sums.,2023-07-11 08:15:12.709766
2,a year ago,negative,"A distinguished start, as for the service is good, there are excellent doctors and others, unlike weighing the patient with necessary analyzes and medications without a clinical examination.",2023-07-11 08:15:12.709766
5,a year ago,positive,I hope that our beloved kingdoms will be at the same level as the Saudi German Hospital,2023-07-11 08:15:12.709766
1,a year ago,negative,The worst hospital in Al -Madinah Al -Munawwarah region. I do not advise anyone to repeat my bad experience with them and a loss. I pay money.,2023-07-11 08:15:12.709766
5,a year ago,positive,"First, peace and God's mercy and blessings be upon you. Secondly, thanks to God Almighty for the hospital, nursing and administration doctors, their cooperation and their keenness the safety of the patient, especially Dr. Ahmed Ramzi, Muhammad Al -Juhani, the Department of brain, nerves and physiotherapy, thank you all.",2023-07-11 08:15:12.709766
1,a year ago,negative,"The birth department does not have any commitment to the dates, they express them, we are free people, we have two hours, four hours.",2023-07-11 08:15:12.709766
2,a year ago,negative,"The hospital problem is that the employees are not present in their offices during the official working hours, almost a visit to the hospital, and once suffering, so that the employees revolve around the department",2023-07-11 08:15:12.709766
1,a year ago,negative,Beware the Egyptian parties secure the hospital and receive them with your patient because they are what the administration doctors have answered them so that they raise the budget to calculate the health of people,2023-07-11 08:15:12.709766
1,a year ago,negative,Bad administrative and exploitation is a natural doctor who adds a cardiac fee examination and a comprehensive blood tests in order to finger and say why the analyzes make you walk as long as the insurance is the accumulation of customers approvals,2023-07-11 08:15:12.709766
5,a year ago,positive,"Excellent hospital, excellent care for auditors, there are most specializations, good luck",2023-07-11 08:15:12.709766
1,a year ago,negative,"A failed hospital, there is no commitment to dates with the same women and childbirth for two hours",2023-07-11 08:15:12.709766
2,a year ago,negative,"Transfer my experiences reviewing the outpatient clinics in all honesty and safety. By God, I do not say a martyr for reservations.",2023-07-11 08:15:12.709766
1,a year ago,negative,"Sayyeyeen, to the farthest degree, you must stop your papers and analyzes in order to accomplish",2023-07-11 08:15:12.709766
1,a year ago,negative,My respect first to reserve an appointment via the unified phone. Automatic response. The welcome message is cut,2023-07-11 08:15:12.709766
1,a year ago,negative,"Advice, no one thinks to go to the hospital with the same Dr. Samar Women and his children, a quantity of neglect of the patient in a disgusting way, as if it is an animal, not a human being, I say God, and yes, the agent, let them take 160, without a medical consultation, a group of questions.It does not forgive them",2023-07-11 08:15:12.709766
5,a year ago,positive,I saw a better hospital in the city,2023-07-11 08:15:12.709766
5,a year ago,positive,"Very organized, my love",2023-07-11 08:15:12.709766
1,a year ago,negative,Very bad,2023-07-11 08:15:12.709766
3,a year ago,neutral,Chief,2023-07-11 08:15:12.709766
1,a year ago,negative,"Do not deserve even a star, there is no good, long -term, why or good, and it is very very late.",2023-07-11 08:15:12.709766
1,a year ago,negative,"I valued a star, so I could write a comment of the worst hospital in the city yesterday. I was the nurse.",2023-07-11 08:15:12.709766
1,a year ago,negative,The hospital is a professional spirit of the disease. He gave me an antibiotic.,2023-07-11 08:15:12.709766
1,a year ago,negative,The satiation is back here in the saudi german Hospital Poor Services Low Level of Responsibility Random Work Every Employe Evades His Work Doctors and Nurses and Thre Is No Duty Manager,2023-07-11 08:15:12.709766
1,a year ago,negative,"The emergency situation is very bad, unfortunately, a clear decline during the year a long waiting period, the emergency is entered, and then patients remain for more hours a diagnosis of a diagnosis he sees",2023-07-11 08:15:12.709766
3,a year ago,neutral,,2023-07-11 08:15:12.709766
3,a year ago,neutral,"Dr. Islam, the consultant, a chandelier",2023-07-11 08:15:12.709766
5,2 years ago,positive,Distinguished service,2022-07-11 08:15:12.709766
1,2 years ago,negative,Restalization Service 2 10 Medical staff 3 10 Reception 2 10,2022-07-11 08:15:12.709766
1,2 years ago,negative,A star to hang the worst Medina Hospital,2022-07-11 08:15:12.709766
5,2 years ago,positive,An excellent and excellent hospital that is characterized by a wide reception area and has comfortable sessions surrounded by 2 pharmaceutical cafes.,2022-07-11 08:15:12.709766
1,2 years ago,negative,There is no contact for the Hospital at all,2022-07-11 08:15:12.709766
5,2 years ago,positive,sweet,2022-07-11 08:15:12.709766
1,2 years ago,negative,I swear to God that hospital staff to receive the summit of banality. I hope the Ministry of Health,2022-07-11 08:15:12.709766
5,2 years ago,positive,"The best private hospital, the city",2022-07-11 08:15:12.709766
5,2 years ago,positive,Integrated Hospital,2022-07-11 08:15:12.709766
1,2 years ago,negative,The pharmacy is a normal bad services sitting 45 minutes waiting for the medicine and some hunter as if you were taking the medicine a charitable association that dispensed the medicine,2022-07-11 08:15:12.709766
2,2 years ago,negative,Poor and waiting very tired,2022-07-11 08:15:12.709766
4,2 years ago,positive,"Services are excellent, but the administrative side needs to be reviewed",2022-07-11 08:15:12.709766
1,2 years ago,negative,"I was born a week, disgusting advice, and God is great, a unit that goes to the treatment of the nurse, as if I am working, then eating is the worst food. You can see it in your life cold, disgusting,",2022-07-11 08:15:12.709766
5,2 years ago,positive,"I thank you for the existence of an ear, nose and throat consultant, Dr. Talal Al -Jeraisi, nations, and his sincerity. I thank the hospital.",2022-07-11 08:15:12.709766
1,2 years ago,negative,"They do not deserve a star, they give you the date of a month, and the appointment comes on a day.Jay review, not the review, only 14 days",2022-07-11 08:15:12.709766
5,2 years ago,positive,"If you pass by God, my aunt Fatima invites her recovery, her illness is not about the strength of God, with a clean hospital, and it is taken into account and appreciates any patient. Thank you.",2022-07-11 08:15:12.709766
1,2 years ago,negative,"The hospital is the summit of filth, clean",2022-07-11 08:15:12.709766
1,2 years ago,negative,"Unfortunately, a hospital of this size and the emergency. Their medical services are weak. There is no detection of interest. It means a child with a high temperature.",2022-07-11 08:15:12.709766
1,2 years ago,negative,The emergency department needs a strict alternate director,2022-07-11 08:15:12.709766
1,2 years ago,negative,The bad dates and reservations,2022-07-11 08:15:12.709766
4,2 years ago,positive,"Mashallah is excellent, and it has the evolution that Shallah and complaints receive a wide chest, but I wish they would see the treatment of treatments.",2022-07-11 08:15:12.709766
4,2 years ago,positive,"My experience is good, I found a cure to tire dates and prices",2022-07-11 08:15:12.709766
5,2 years ago,positive,"What is the name of the neurologist, please reply",2022-07-11 08:15:12.709766
1,2 years ago,negative,1 Hour to Visit Ur Family in the ICU What A Joke Ppl Have thems loved one sitting there for 23 wills cap.,2022-07-11 08:15:12.709766
1,2 years ago,negative,An experience that is repeated especially in the topic of women and childbirth.,2022-07-11 08:15:12.709766
1,2 years ago,negative,"The reception is Ci Ci Ci Fall, and the rest is empty of the Al -Juhani.10 at night",2022-07-11 08:15:12.709766
3,2 years ago,neutral,"The hospital is nothing but the nurse, the serenity",2022-07-11 08:15:12.709766
5,2 years ago,positive,Excellent prices expensive,2022-07-11 08:15:12.709766
1,2 years ago,negative,"Aska, an approved marriage examination, and how much is it",2022-07-11 08:15:12.709766
1,2 years ago,negative,"By God, you are not worthy of the facility, because it is forbidden to say about it a hospital. They take the money.",2022-07-11 08:15:12.709766
4,2 years ago,positive,"The hospital in general has a sweet experience, it is okay for reservations, the mobile road is easy and the receptionist is a series in dealing with the internal department, Dr. Manal Fathallah, Dr. is very comfortable, God willing",2022-07-11 08:15:12.709766
5,2 years ago,positive,"The entry and exit office is a small Saudi employee, a man who fears God, a respected, respected work that works hard and the conscience. I ask God for success and payment.",2022-07-11 08:15:12.709766
1,2 years ago,negative,"Unfortunately, a hospital is described by an experience that will be repeated, God willing",2022-07-11 08:15:12.709766
4,2 years ago,positive,"A hospital that provides a good service, the patient, the rooms, as well",2022-07-11 08:15:12.709766
1,2 years ago,negative,"A bad experience with all the measures, the last time, God willing, the appointments are map, waiting for the reception, waiting for the clinic, waiting for the rays, and the last thing is a two -day date.",2022-07-11 08:15:12.709766
1,2 years ago,negative,"Very very expensive, they give you the idea of ​​prices, except at the time of payment, you are surprised by an imaginary amount",2022-07-11 08:15:12.709766
1,2 years ago,negative,"The service is very bad, as far as the treatment of morals, they add to the disease, especially the heart doctor, Muhammad Omar",2022-07-11 08:15:12.709766
1,2 years ago,negative,Reception crowded in clinics and pharmacy,2022-07-11 08:15:12.709766
1,2 years ago,negative,"Frankly, you have become a bad doctors, excellent, there is no consideration that you are a pharmacy patient waiting for you 40 patients, so the treatment of treatment reserves an appointment and for those who arrive in the bill, you sit more hours as a smile of crowding, slow reception and ray, I sat for nearly an hour to receive a report",2022-07-11 08:15:12.709766
1,2 years ago,negative,My pocket money is not insured and a Saudi nurse speaks loudly and with a lack of respect and swelling as if I broke into their house.,2022-07-11 08:15:12.709766
1,2 years ago,negative,The hospital's announcement regarding the removal of hair in the laser scratching for modesty and public taste. Do not trust a hospital that sells principles and modesty money,2022-07-11 08:15:12.709766
1,2 years ago,negative,"Long -awaited Hospital, there is an interest in the patient",2022-07-11 08:15:12.709766
1,2 years ago,negative,Waiting for a second need,2022-07-11 08:15:12.709766
1,2 years ago,negative,"To the extent that the orthopedic doctor, Muhammad Habrais, drew Habsa, you see the quorum of a rumor and analyzes of 1500.",2022-07-11 08:15:12.709766
3,2 years ago,neutral,"The hospital has an appropriate prices, limited to the emergency department.",2022-07-11 08:15:12.709766
1,2 years ago,negative,"Unfortunately, a bad service, I ask Palinsta, you have a thermal lymph massage",2022-07-11 08:15:12.709766
1,2 years ago,negative,Coam and no organization,2022-07-11 08:15:12.709766
1,2 years ago,negative,"The hospital takes the largest number of its absorptive capacity, unfortunately, the medical procedure room is two beds, and it is not natural. It is not normal.",2022-07-11 08:15:12.709766
1,2 years ago,negative,They served for the references very bad,2022-07-11 08:15:12.709766
1,2 years ago,negative,"Sleep problems make you sit in the hospital's last 4 hours, no one can solve the problem with them",2022-07-11 08:15:12.709766
1,2 years ago,negative,I ll Give 0 for the Customer Service and Seriously You Will WAIT at The Reception for Million Hours,2022-07-11 08:15:12.709766
1,2 years ago,negative,UNFORTUNOTELY I M is watching for Already Bookd Appointment I Have Been Waiting For The Doctor to Come to His Clinic for Almost 40 Minutes I Don T Know Whly I Book Book An Appointment If the Doctors Don T PLY with them very back,2022-07-11 08:15:12.709766
1,2 years ago,negative,"Please, I want to ask the best dentist doctor",2022-07-11 08:15:12.709766
3,2 years ago,neutral,"Excellent medical expertise, but they need to be organized.",2022-07-11 08:15:12.709766
1,2 years ago,negative,"I am the first time I visit the German hospital, the city. The reception needs to be organized.",2022-07-11 08:15:12.709766
1,2 years ago,negative,"Excellent majors and some are very bad, but reception employees are sabotaged, they have something very, very, very, very, normal, waiting for the text of the hour and you only, and not premises, and they do not understand their job",2022-07-11 08:15:12.709766
5,2 years ago,positive,"I was following my pregnancy, Dr. Ahmed Zaki, God willing, I advise and the nurse who has her name is Thuraya, my Lord is happy with a person who fears God and kindly, and when I got up with a pleasure, I followed him, Lynn.",2022-07-11 08:15:12.709766
4,2 years ago,positive,"I change the hospital number because I try to call, but the line is connected",2022-07-11 08:15:12.709766
5,2 years ago,positive,The best hospitals in the dear homeland are efficient and wonderful medical service,2022-07-11 08:15:12.709766
1,2 years ago,negative,"Communications service, and everyone talks to you, without a good. What is the service.",2022-07-11 08:15:12.709766
3,2 years ago,neutral,"A new problem reception for insurance patients, Matji Tabgha, reveals you, wait for the information to be updated and the insurance company is added to the hospital system. A visit to this problem is reasonable.",2022-07-11 08:15:12.709766
1,2 years ago,negative,"Neuroscientist Dr. Ahmed Mohamed Kahil is very bad, a respectable deal, as well as his diagnosis of my doctor’s condition for the patient is very weak",2022-07-11 08:15:12.709766
1,2 years ago,negative,"The worst organization of a visit to a concentrated clinic on the date of the visit is an hour and to enter the text of the time, I swear to God, to conquer the problem.",2022-07-11 08:15:12.709766
1,2 years ago,negative,"My mother died, may God have mercy on her, I sat in a four -month hospital",2022-07-11 08:15:12.709766
1,2 years ago,negative,Treat very bad,2022-07-11 08:15:12.709766
3,2 years ago,neutral,It lacks the services,2022-07-11 08:15:12.709766
1,2 years ago,negative,"A very bad treatment, more hours, we wait for someone to see my mother's ill",2022-07-11 08:15:12.709766
1,2 years ago,negative,"Unfortunately, the city's best hospitals became bad",2022-07-11 08:15:12.709766
3,2 years ago,neutral,Very good guided by the prices,2022-07-11 08:15:12.709766
1,2 years ago,negative,The World Experience Ever Not Organis at All Very Old Building Smelly and Disgusting,2022-07-11 08:15:12.709766
1,2 years ago,negative,"Very bad, the birth deserves the star, very frankly, very bad",2022-07-11 08:15:12.709766
5,2 years ago,positive,nice room,2022-07-11 08:15:12.709766
3,2 years ago,neutral,Crowded and Disorganized,2022-07-11 08:15:12.709766
1,2 years ago,negative,"Very very bad, otherwise I recommend visiting them for a long time, and the hospital administration ignores that she works in a patient hospital and I only asked her to wait for the long waiting ranks and the absence of another solution if I want to visit the ophthalmologist, a new printing bill and grades",2022-07-11 08:15:12.709766
5,2 years ago,positive,"Creativity and attention, the birth department is a wing, God willing, I never felt the West despite you alone, sponsor and take care of me and the nurse Sarah, the Egyptian, may God be pleased with her",2022-07-11 08:15:12.709766
1,2 years ago,negative,Vry Slow Service I Consider IT The Health Care Service Ever,2022-07-11 08:15:12.709766
4,2 years ago,positive,"Excellent dealing and upscale services, and they are disappointed by the results",2022-07-11 08:15:12.709766
5,2 years ago,positive,"I thank the reception employee in Al -Ash'a, sister Raqia, who has created and served",2022-07-11 08:15:12.709766
5,2 years ago,positive,"Excellent and excellent place, their services, and the medical efficiency are very high. May God heal us and heal Muslim diseases",2022-07-11 08:15:12.709766
4,2 years ago,positive,excellent,2022-07-11 08:15:12.709766
1,2 years ago,negative,"A bad treatment of the Towar employee, a government Corn examination, asking us to sit in cars for more to hours, and there are people without cars sitting cold abroad. It was a bad experience of the hospital.",2022-07-11 08:15:12.709766
1,2 years ago,negative,Bad Emergency Cooperative,2022-07-11 08:15:12.709766
1,2 years ago,negative,"It is forbidden for you to come with our money, because I am forced, and we are sick.",2022-07-11 08:15:12.709766
1,2 years ago,negative,"The worst reception sitting an hour and a text, so that you can cut the bill, and God has become in government hospitals, cold female employees, a number of sits, a few minutes, I did not enter, and I have an hour.",2022-07-11 08:15:12.709766
5,2 years ago,positive,"I recover my degree, a wounded person.",2022-07-11 08:15:12.709766
1,2 years ago,negative,"The worst experiences of hospitals are not normal, the amount of frigidity and recklessness. People.",2022-07-11 08:15:12.709766
4,2 years ago,positive,My experience is excellent with natural treatment with the same doctor,2022-07-11 08:15:12.709766
5,2 years ago,positive,"Interested in many of their morals, the most important of the most important people, who take into account the patient who most hospitals take into account.",2022-07-11 08:15:12.709766
1,2 years ago,negative,"A very bad experience, the emergency department, delayed the procedures and delayed the arrival of a specialist doctor and indifference to waiting for the patient for hours",2022-07-11 08:15:12.709766
1,2 years ago,negative,Nan,2022-07-11 08:15:12.709766
1,2 years ago,negative,"Unfortunately, the Saudi German Hospital in Medina deals with a purely commercial perspective, and this is the reality of multiple experiences dealing with them by the Saudi German Hospital in Madinah. They do not deal with patients.",2022-07-11 08:15:12.709766
1,2 years ago,negative,"The security crew with the main gate is very bad. I hope to improve the performance of security guards, especially mentioning the goalkeeper Imad Asmar, the color lasts at 8 on Saturday, on 18 2021, we high",2022-07-11 08:15:12.709766
1,2 years ago,negative,A very bad hospital.,2022-07-11 08:15:12.709766
3,2 years ago,neutral,The services they have faster,2022-07-11 08:15:12.709766
1,2 years ago,negative,"There is no way, frankly, two hours, we are waiting for",2022-07-11 08:15:12.709766
1,2 years ago,negative,"Very expensive, many analyzes of the end benefit",2022-07-11 08:15:12.709766
4,2 years ago,positive,The hospital is good,2022-07-11 08:15:12.709766
1,2 years ago,negative,"Peace, mercy and blessings of God be upon you. The star has a relationship with any evaluation.",2022-07-11 08:15:12.709766
1,2 years ago,negative,"The deal very took on the date of Dr. Othman and confirmed a month and a text, and the appointment was not reminded of contact, just as other hospitals were sent only a message was sent on the date of the appointment and an hour before I called the appointment department, the employee responded to me, we did not remind you of the dates know its date and the dates of the month, and I spoke to the patients' relationships at the time, and I did not return.The summit of disregard",2022-07-11 08:15:12.709766
2,2 years ago,negative,I love it bad,2022-07-11 08:15:12.709766
1,2 years ago,negative,Its star is unable to say the description of suffering,2022-07-11 08:15:12.709766
4,2 years ago,positive,"A clean hospital with specializations, and the dealing of workers and doctors is excellent",2022-07-11 08:15:12.709766
5,2 years ago,positive,Dr. Rheumatoid Dr. Amr Abdel -Zahir is distinguished and dealt with the deal,2022-07-11 08:15:12.709766
1,2 years ago,negative,"I swear to God, the time of the afternoon, we want to forget the rumors, the birth, and those who love us.",2022-07-11 08:15:12.709766
1,2 years ago,negative,"First, the hospital does not have a pronoun, they deal with money, the most important human being, the person pays money and its amount is necessary to meet the city in general, lack the conscience owners who sponsor the right of the place and its sanctity and lack the hospitals that sponsor the patient and his right, and we are a great crisis when",2022-07-11 08:15:12.709766
1,2 years ago,negative,Poor Service Waiting Waiting Again Waiting,2022-07-11 08:15:12.709766
1,2 years ago,negative,The reply is not answered while calling to reserve clinics by clicking No. 2 communication style your patients. Please pay more attention,2022-07-11 08:15:12.709766
1,2 years ago,negative,"Very expensive prices, they settled fake offers, and the first thing is to expect them to meet.",2022-07-11 08:15:12.709766
5,2 years ago,positive,I want the names of the feeders ’department,2022-07-11 08:15:12.709766
5,2 years ago,positive,Wonderful hospital and the rank of doctors are very shared and understand their work problem long,2022-07-11 08:15:12.709766
3,2 years ago,neutral,"The Saudi -German Hospital first competition is weak in Medina, towards hospitals, so easily highlights the hospital compared to others",2022-07-11 08:15:12.709766
5,2 years ago,positive,"A very sophisticated hospital, thanks for the administration, doctors, and nurses, attention, and a nice handling of Ahmed Rashid",2022-07-11 08:15:12.709766
5,2 years ago,positive,Great,2022-07-11 08:15:12.709766
1,2 years ago,negative,May God grant them success.,2022-07-11 08:15:12.709766
1,2 years ago,negative,"A failed hospital, by God",2022-07-11 08:15:12.709766
5,2 years ago,positive,excellent,2022-07-11 08:15:12.709766
1,2 years ago,negative,"In fact, a hospital seeks to be the best physical therapy.",2022-07-11 08:15:12.709766
